CHEQUE_NO,USER1,USER2,VALUE_LETTERS,VALUE_NUMBERS,SIGNATURE_FILE,BANK_NAME,USER2NAME,valid
3354,12,12,Seven Thousand Two Hundred and Ninety Seven,7297,62.png,canara,Marcel Achen,1
3355,35,37,Nine Hundred and Twenty Eight,928,177.png,canara,Eva Davies,1
3356,21,29,Nine Thousand Four Hundred and Seventy One,9471,105.png,canara,Hayden Bruce,1
3357,35,23,Two Thousand Three Hundred and Twelve,2312,175.png,canara,Thérèse Fortier,1
3358,28,12,Two Thousand Nine Hundred and Forty Eight,2948,140.png,canara,Marcel Achen,1
3359,17,5,Eight Thousand One Hundred and Forty Nine,8149,87.png,canara,Fawwaz Zuhayr Mustafa,1
3360,35,15,One Thousand One Hundred and Fifty Four,1154,179.png,canara,Milenko Tkalcic,1
3361,4,5,Five Thousand Six Hundred and Three,5603,24.png,canara,Fawwaz Zuhayr Mustafa,1
3362,9,33,Six Thousand Two Hundred and Thirty Eight,6238,47.png,canara,Eleanor Freeman,1
3363,43,24,Four Hundred and Thirty Six,436,218.png,canara,Clarice Blanc,1
3364,4,11,Five Thousand Seven Hundred and Seventeen,5717,21.png,canara,Jens Egger,1
3365,6,27,Five Thousand Eight Hundred and Thirty Eight,5838,31.png,canara,Colette Monjeau,1
3366,26,28,Six Thousand Five Hundred and Sixty Seven,6567,133.png,canara,Chapin Auger,1
3367,6,11,Five Thousand Two Hundred and Seventy,5270,30.png,canara,Jens Egger,1
3368,41,14,Nine Thousand Seven Hundred and Twenty,9720,207.png,canara,Renata Lukic,1
3369,39,2,One Thousand Four Hundred and Eighty Four,1484,197.png,canara,Chi Hsiao,1
3370,18,8,Three Hundred and Fifty Six,356,93.png,canara,Steffen Krueger,1
3371,12,26,Seven Thousand One Hundred and Thirty Four,7134,60.png,canara,Sidney Lapointe,1
3372,7,18,Six Thousand Three Hundred and Eleven,6311,36.png,canara,Edmee Pelletier,1
3373,38,5,Nine Thousand Five Hundred and Eighteen,9518,193.png,canara,Fawwaz Zuhayr Mustafa,1
3374,26,7,Six Thousand Five Hundred and Fifty Five,6555,131.png,canara,Hasna Bahiyaa Amari,1
3375,1,4,Two Hundred and Seventy Seven,277,8.png,canara,Wafiyah Nashwa Wasem,1
3376,17,8,Eight Thousand Seven Hundred and Seventeen,8717,88.png,canara,Steffen Krueger,1
3377,0,31,Eight Thousand One Hundred and Six,8106,4.png,canara,Naomi Grant,1
3378,13,30,Six Thousand Five Hundred and Forty Eight,6548,65.png,canara,Jodie Holden,1
3379,34,42,Nine Thousand One Hundred and Ten,9110,171.png,canara,Brady Jamin,1
3380,42,8,Six Thousand Six Hundred and Twelve,6612,211.png,canara,Steffen Krueger,1
3381,11,26,Four Thousand Two Hundred and Twenty Six,4226,58.png,canara,Sidney Lapointe,1
3382,42,28,Seven Thousand Two Hundred and Sixty Eight,7268,214.png,canara,Chapin Auger,1
3383,13,22,Four Thousand Three Hundred and Sixty Eight,4368,66.png,canara,Eglantine Forest,1
3384,23,41,Six Thousand Four Hundred and Eighty,6480,117.png,canara,Germa de Geus,1
3385,5,13,Six Thousand Nine Hundred and Seventy One,6971,29.png,canara,Petra Kovacic,1
3386,19,15,Four Thousand One Hundred and Ninety,4190,99.png,canara,Milenko Tkalcic,1
3387,26,40,One Thousand Six Hundred and Four,1604,134.png,canara,David Howard,1
3388,19,30,Four Thousand Seven Hundred and Seventy Eight,4778,99.png,canara,Jodie Holden,1
3389,32,37,Eight Thousand Nine Hundred and Ten,8910,160.png,canara,Eva Davies,1
3390,1,26,Nine Thousand and Forty Five,9045,9.png,canara,Sidney Lapointe,1
3391,39,22,Four Thousand Seven Hundred and Twenty Three,4723,196.png,canara,Eglantine Forest,1
3392,42,43,Six Thousand Five Hundred and Twenty Eight,6528,210.png,canara,Aruna Bekx,1
3393,27,18,Five Thousand One Hundred and Eighty Three,5183,135.png,canara,Edmee Pelletier,1
3394,9,9,Five Thousand Two Hundred and Four,5204,48.png,canara,Maria Kalb,1
3395,31,38,Forty Seven,47,157.png,canara,Freddie Reid,1
3396,8,6,Three Thousand Nine Hundred and Forty Seven,3947,42.png,canara,Abdul Qais Khouri,1
3397,23,3,Four Thousand Three Hundred and Seventy Six,4376,115.png,canara,Jiang Li Tao,1
3398,7,29,Eight Thousand Nine Hundred and Fifty Seven,8957,39.png,canara,Hayden Bruce,1
3399,21,35,Eight Thousand and Sixty Two,8062,109.png,canara,Elliot Humphreys,1
3400,35,37,Six Thousand Nine Hundred and Twenty Eight,6928,175.png,canara,Eva Davies,1
3401,37,22,Three Thousand Four Hundred and Sixty,3460,188.png,canara,Eglantine Forest,1
3402,32,19,Seven Thousand and Five,7005,163.png,canara,Françoise Lapierre,1
3403,41,1,Two Thousand One Hundred and Ninety Six,2196,209.png,canara,Emily D. Short,1
3404,24,25,Three Thousand Four Hundred and Eighty Nine,3489,124.png,canara,Fleurette Coudert,1
3405,32,13,Four Thousand Two Hundred and Seventy Three,4273,162.png,canara,Petra Kovacic,1
3406,10,5,Six Thousand Six Hundred and Twenty One,6621,51.png,canara,Fawwaz Zuhayr Mustafa,1
3407,2,31,Four Thousand Nine Hundred and Ninety Six,4996,14.png,canara,Naomi Grant,1
3408,8,6,Six Hundred and Thirty Eight,638,40.png,canara,Abdul Qais Khouri,1
3409,42,43,Three Thousand Five Hundred and Eighty Eight,3588,214.png,canara,Aruna Bekx,1
3410,32,0,Nine Thousand Nine Hundred and Six,9906,160.png,canara,Ethel M. Bryson,1
3411,31,31,Five Thousand and Four,5004,155.png,canara,Naomi Grant,1
3412,5,35,Three Thousand Five Hundred and Fifty One,3551,27.png,canara,Elliot Humphreys,1
3413,1,21,Nine Thousand Four Hundred and Ninety Seven,9497,6.png,canara,David Corbeil,1
3414,16,24,Six Thousand Eight Hundred and Forty,6840,80.png,canara,Clarice Blanc,1
3415,35,35,Eight Thousand Nine Hundred and Seventy Four,8974,177.png,canara,Elliot Humphreys,1
3416,32,40,Six Thousand Seven Hundred and Thirty Nine,6739,162.png,canara,David Howard,1
3417,28,26,Six Thousand Three Hundred,6300,141.png,canara,Sidney Lapointe,1
3418,21,15,Two Thousand Six Hundred and Ten,2610,105.png,canara,Milenko Tkalcic,1
3419,18,11,Five Thousand and Eighty Seven,5087,90.png,canara,Jens Egger,1
3420,16,25,Nine Thousand Five Hundred and Fifty Five,9555,83.png,canara,Fleurette Coudert,1
3421,6,10,Three Hundred and Sixty Five,365,32.png,canara,Stephan Schwab,1
3422,36,39,One Thousand Nine Hundred and Twenty Eight,1928,180.png,canara,Katie Connor,1
3423,32,9,Four Thousand and Eighty Three,4083,162.png,canara,Maria Kalb,1
3424,17,4,Five Thousand Seven Hundred and Thirty Two,5732,85.png,canara,Wafiyah Nashwa Wasem,1
3425,11,5,One Thousand and Ninety Nine,1099,55.png,canara,Fawwaz Zuhayr Mustafa,1
3426,11,33,Three Thousand Eight Hundred and Eighteen,3818,56.png,canara,Eleanor Freeman,1
3427,3,19,Nine Thousand Four Hundred and Fifty Three,9453,19.png,canara,Françoise Lapierre,1
3428,7,12,One Thousand and Fifty Seven,1057,35.png,canara,Marcel Achen,1
3429,34,12,Six Thousand Two Hundred and Thirty,6230,170.png,canara,Marcel Achen,1
3430,3,2,One Thousand Two Hundred and Ninety Six,1296,19.png,canara,Chi Hsiao,1
3431,43,10,Seven Thousand Nine Hundred and Ninety Seven,7997,219.png,canara,Stephan Schwab,1
3432,18,7,Eight Thousand and Eighty Eight,8088,94.png,canara,Hasna Bahiyaa Amari,1
3433,38,23,Six Hundred and Eighty Four,684,193.png,canara,Thérèse Fortier,1
3434,3,0,Eight Thousand Two Hundred and Twenty Seven,8227,16.png,canara,Ethel M. Bryson,1
3435,42,32,Three Thousand Four Hundred and Ninety,3490,213.png,canara,Chelsea Watson,1
3436,24,29,Six Thousand Three Hundred and Forty Nine,6349,120.png,canara,Hayden Bruce,1
3437,42,23,Eight Thousand Two Hundred and Fifteen,8215,214.png,canara,Thérèse Fortier,1
3438,6,33,One Thousand and Sixty Six,1066,33.png,canara,Eleanor Freeman,1
3439,16,12,One Hundred and Seventy,170,81.png,canara,Marcel Achen,1
3440,11,42,Eight Thousand and Fifty Eight,8058,59.png,canara,Brady Jamin,1
3441,9,25,Nine Thousand Five Hundred and Five,9505,46.png,canara,Fleurette Coudert,1
3442,17,40,Four Thousand and Forty Five,4045,88.png,canara,David Howard,1
3443,24,13,Two Thousand One Hundred and Eighteen,2118,122.png,canara,Petra Kovacic,1
3444,9,24,Eight Thousand Five Hundred and Fifty Seven,8557,46.png,canara,Clarice Blanc,1
3445,15,1,Nine Thousand Two Hundred and Eighty Two,9282,75.png,canara,Emily D. Short,1
3446,13,38,Three Thousand One Hundred and Ninety Two,3192,68.png,canara,Freddie Reid,1
3447,14,17,Five Thousand Five Hundred and Thirty Seven,5537,70.png,canara,Yolette Cloutier,1
3448,7,28,Nine Thousand Three Hundred and Twelve,9312,37.png,canara,Chapin Auger,1
3449,17,4,Six Thousand Three Hundred and Eighty Six,6386,87.png,canara,Wafiyah Nashwa Wasem,1
3450,19,27,Eight Thousand and Fifty Nine,8059,98.png,canara,Colette Monjeau,1
3451,23,42,One Thousand Nine Hundred and Ninety One,1991,118.png,canara,Brady Jamin,1
3452,30,42,Eight Thousand Three Hundred and Ninety Three,8393,150.png,canara,Brady Jamin,1
3453,27,43,Four Hundred and Twelve,412,139.png,canara,Aruna Bekx,1
3454,26,9,One Thousand Five Hundred and Sixteen,1516,132.png,canara,Maria Kalb,1
3455,43,6,Four Thousand One Hundred and Sixty Seven,4167,219.png,canara,Abdul Qais Khouri,1
3456,8,32,Three Thousand Three Hundred and Sixty Six,3366,42.png,canara,Chelsea Watson,1
3457,25,7,Four Thousand Three Hundred and Eighteen,4318,126.png,canara,Hasna Bahiyaa Amari,1
3458,21,21,Seven Thousand Two Hundred and Thirty Eight,7238,109.png,canara,David Corbeil,1
3459,20,21,One Thousand Seven Hundred and Twenty Two,1722,102.png,canara,David Corbeil,1
3460,28,32,One Thousand Eight Hundred and Eight,1808,143.png,canara,Chelsea Watson,1
3461,18,11,Four Thousand and Sixty Six,4066,94.png,canara,Jens Egger,1
3462,43,4,Seven Thousand Six Hundred and Twenty Six,7626,217.png,canara,Wafiyah Nashwa Wasem,1
3463,39,9,Four Thousand One Hundred and Ninety Five,4195,195.png,canara,Maria Kalb,1
3464,32,10,Two Hundred and Seventeen,217,164.png,canara,Stephan Schwab,1
3465,23,24,Seven Thousand Nine Hundred and Thirty Eight,7938,116.png,canara,Clarice Blanc,1
3466,19,6,Nine Thousand Two Hundred and One,9201,97.png,canara,Abdul Qais Khouri,1
3467,6,33,Three Thousand Seven Hundred and Forty Three,3743,33.png,canara,Eleanor Freeman,1
3468,36,9,Four Thousand Eight Hundred and Twenty Six,4826,181.png,canara,Maria Kalb,1
3469,41,7,Eight Thousand Nine Hundred and Fifty Five,8955,208.png,canara,Hasna Bahiyaa Amari,1
3470,43,3,Two Hundred and Sixty Eight,268,216.png,canara,Jiang Li Tao,1
3471,36,11,Six Thousand and Ninety Nine,6099,181.png,canara,Jens Egger,1
3472,6,16,Two Thousand Five Hundred and Sixty Seven,2567,30.png,canara,Searlas Grenier,1
3473,24,4,Three Thousand One Hundred and Twenty Three,3123,121.png,canara,Wafiyah Nashwa Wasem,1
3474,6,24,One Thousand Eight Hundred and Fifteen,1815,33.png,canara,Clarice Blanc,1
3475,42,21,One Thousand Six Hundred and Twenty Six,1626,214.png,canara,David Corbeil,1
3476,10,21,Six Thousand Four Hundred and Thirty Six,6436,54.png,canara,David Corbeil,1
3477,34,29,Seven Thousand Eight Hundred and Eighty Nine,7889,171.png,canara,Hayden Bruce,1
3478,21,29,Nine Thousand Four Hundred and Thirty Three,9433,105.png,canara,Hayden Bruce,1
3479,37,4,Six Thousand and Fifty Three,6053,187.png,canara,Wafiyah Nashwa Wasem,1
3480,29,41,Four Thousand Five Hundred and Twenty Seven,4527,145.png,canara,Germa de Geus,1
3481,18,24,Seven Thousand Three Hundred and Thirty Six,7336,94.png,canara,Clarice Blanc,1
3482,7,13,Nine Thousand Seven Hundred and Ninety Five,9795,37.png,canara,Petra Kovacic,1
3483,15,18,Two Thousand Six Hundred and Fifty,2650,75.png,canara,Edmee Pelletier,1
3484,30,7,Five Thousand Five Hundred and Sixty Three,5563,150.png,canara,Hasna Bahiyaa Amari,1
3485,15,32,Eight Thousand Five Hundred and Sixty Nine,8569,77.png,canara,Chelsea Watson,1
3486,33,22,Six Thousand and Twenty Four,6024,169.png,canara,Eglantine Forest,1
3487,13,7,One Thousand Five Hundred and Twenty,1520,67.png,canara,Hasna Bahiyaa Amari,1
3488,34,27,Eight Thousand and Forty Two,8042,170.png,canara,Colette Monjeau,1
3489,37,31,Four Thousand Four Hundred and Eighty Three,4483,186.png,canara,Naomi Grant,1
3490,24,27,Eight Thousand Five Hundred and Fifty Two,8552,121.png,canara,Colette Monjeau,1
3491,35,42,Six Thousand Five Hundred and Forty Nine,6549,175.png,canara,Brady Jamin,1
3492,3,15,Six Thousand and Ninety Six,6096,17.png,canara,Milenko Tkalcic,1
3493,26,19,Nine Thousand Two Hundred and Twenty,9220,130.png,canara,Françoise Lapierre,1
3494,8,10,Five Thousand and Eighty Nine,5089,42.png,canara,Stephan Schwab,1
3495,23,31,Nine Thousand Two Hundred and Seventy Seven,9277,119.png,canara,Naomi Grant,1
3496,21,2,Three Thousand Four Hundred and Ninety Seven,3497,107.png,canara,Chi Hsiao,1
3497,30,38,Seven Thousand Nine Hundred and Eighty Three,7983,151.png,canara,Freddie Reid,1
3498,35,22,Three Thousand Five Hundred and Sixteen,3516,176.png,canara,Eglantine Forest,1
3499,10,36,One Thousand Eight Hundred and Seven,1807,50.png,canara,Thomas Chapman,1
3500,2,30,Nine Thousand Four Hundred and Forty Three,9443,12.png,canara,Jodie Holden,1
3501,18,27,Five Thousand Three Hundred and Ninety Nine,6196,Nan,canara,Colette Monjeau,0
3502,19,9, ,139,96.png,canara,Maria Kalb,0
3503,12,17,One Thousand One Hundred and Thirty Eight,1647,Nan,canara,Yolette Cloutier,0
3504,33,40, ,9518,165.png,canara,David Howard,0
3505,7,27,Two Thousand Seven Hundred and Thirty Five, ,37.png,canara,Colette Monjeau,0
3506,42,0,One Hundred and Thirteen, ,211.png,canara,Ethel M. Bryson,0
3507,11,28, ,1372,55.png,canara,Chapin Auger,0
3508,37,27,Four Thousand Two Hundred and Forty Five,5360,Nan,canara,Colette Monjeau,0
3509,42,8, ,4486,211.png,canara,Steffen Krueger,0
3510,38,25, ,7021,192.png,canara,Fleurette Coudert,0
3511,14,29,Eight Hundred and Twenty Seven,8553,Nan,canara,Hayden Bruce,0
3512,22,16,One Thousand Five Hundred and Twenty Six,1688,Nan,canara,Searlas Grenier,0
3513,4,16,Seven Hundred and Ten,2745,Nan,canara,Searlas Grenier,0
3514,1,28,One Thousand Two Hundred and Thirty Five,7792,Nan,canara,Chapin Auger,0
3515,34,18,Two Thousand and Seventy Four,2325,Nan,canara,Edmee Pelletier,0
3516,5,41,One Thousand Nine Hundred and Eighty Six,3904,Nan,canara,Germa de Geus,0
3517,38,41,Two Hundred and Forty Eight,6957,Nan,canara,Germa de Geus,0
3518,10,23,Six Thousand Eight Hundred and Three,7125,Nan,canara,Thérèse Fortier,0
3519,28,36,Two Hundred and Seventy Six, ,141.png,canara,Thomas Chapman,0
3520,38,16,Four Thousand Eight Hundred and Ninety Three, ,190.png,canara,Searlas Grenier,0
3521,5,5,Five Thousand One Hundred and Three, ,29.png,canara,Fawwaz Zuhayr Mustafa,0
3522,25,28,Two Thousand Four Hundred and Sixty One,3407,Nan,canara,Chapin Auger,0
3523,33,18, ,4198,168.png,canara,Edmee Pelletier,0
3524,36,30,Four Thousand One Hundred and Twenty Nine,7127,Nan,canara,Jodie Holden,0
3525,13,24,Five Thousand Five Hundred and Sixty Eight,5886,Nan,canara,Clarice Blanc,0
3526,19,32,Two Thousand One Hundred and Eighty,6006,Nan,canara,Chelsea Watson,0
3527,20,14,Five Thousand Two Hundred, ,104.png,canara,Renata Lukic,0
3528,16,39,Two Thousand Three Hundred and Three, ,81.png,canara,Katie Connor,0
3529,36,32,Two Thousand Four Hundred and Sixty Eight,4179,Nan,canara,Chelsea Watson,0
3530,17,7,One Thousand Two Hundred and Forty One,2896,Nan,canara,Hasna Bahiyaa Amari,0
3531,11,0,Six Thousand One Hundred and Forty Eight,8827,Nan,canara,Ethel M. Bryson,0
3532,13,21,Nine Hundred and Eighty Seven,6952,Nan,canara,David Corbeil,0
3533,38,42,Three Thousand Two Hundred and Seventy Six,5435,Nan,canara,Brady Jamin,0
3534,16,29,One Thousand Nine Hundred and Eighteen, ,81.png,canara,Hayden Bruce,0
3535,13,25, ,6332,68.png,canara,Fleurette Coudert,0
3536,24,42, ,1161,120.png,canara,Brady Jamin,0
3537,12,19, ,8456,60.png,canara,Françoise Lapierre,0
3538,6,28,Three Thousand Seven Hundred and Thirty,9799,Nan,canara,Chapin Auger,0
3539,14,32, ,1707,73.png,canara,Chelsea Watson,0
3540,21,38, ,8075,109.png,canara,Freddie Reid,0
3541,21,21,Four Thousand Two Hundred and Thirty Four, ,107.png,canara,David Corbeil,0
3542,13,6, ,2195,66.png,canara,Abdul Qais Khouri,0
3543,13,21,Three Thousand and Ninety Four, ,67.png,canara,David Corbeil,0
3544,26,16,Four Thousand Seven Hundred and Sixty Five, ,132.png,canara,Searlas Grenier,0
3545,31,37,Eight Thousand Five Hundred and Eighty,8994,Nan,canara,Eva Davies,0
3546,33,14,Two Thousand and Forty Four,4186,Nan,canara,Renata Lukic,0
3547,18,37, ,167,94.png,canara,Eva Davies,0
3548,38,41,Five Hundred and Thirty Six,1868,Nan,canara,Germa de Geus,0
3549,31,28,Seven Hundred and Thirty Five, ,156.png,canara,Chapin Auger,0
3550,0,27, ,5950,4.png,canara,Colette Monjeau,0
3551,16,35,Three Thousand Three Hundred and Eighty Four, ,81.png,canara,Elliot Humphreys,0
3552,14,29,Seven Thousand Eight Hundred and Sixty,8688,Nan,canara,Hayden Bruce,0
3553,14,43,One Hundred, ,72.png,canara,Aruna Bekx,0
3554,22,12, ,7047,113.png,canara,Marcel Achen,0
3555,9,33,One Hundred and Ninety Eight, ,45.png,canara,Eleanor Freeman,0
3556,25,38,Two Hundred and Fifty Eight, ,127.png,canara,Freddie Reid,0
3557,42,20,Two Thousand Seven Hundred and Ninety Seven,5202,Nan,canara,Seymour Patenaude,0
3558,40,30, ,7103,203.png,canara,Jodie Holden,0
3559,20,27,One Thousand Seven Hundred and Seventeen, ,100.png,canara,Colette Monjeau,0
3560,13,15, ,952,67.png,canara,Milenko Tkalcic,0
3561,13,23,Ninety One,150,Nan,canara,Thérèse Fortier,0
3562,38,38,Two Hundred and Eighty Six,7126,Nan,canara,Freddie Reid,0
3563,17,25,Five Thousand One Hundred and Ninety Nine,8101,Nan,canara,Fleurette Coudert,0
3564,37,25, ,2074,188.png,canara,Fleurette Coudert,0
3565,25,34,Two Hundred and Seventy Five,884,Nan,canara,Holly Martin,0
3566,42,37,Two Thousand Two Hundred and Ninety,6512,Nan,canara,Eva Davies,0
3567,14,41, ,2053,70.png,canara,Germa de Geus,0
3568,26,28, ,76,133.png,canara,Chapin Auger,0
3569,29,11,Seven Thousand Two Hundred and Sixty Six,9907,Nan,canara,Jens Egger,0
3570,22,10,One Hundred and Fifty One,1592,Nan,canara,Stephan Schwab,0
3571,3,10,Seven Hundred and Sixty,1440,Nan,canara,Stephan Schwab,0
3572,24,16,Four Thousand Two Hundred and Eighty Two,8952,Nan,canara,Searlas Grenier,0
3573,14,31,Six Hundred and Eleven,1070,Nan,canara,Naomi Grant,0
3574,22,38,Six Thousand One Hundred and Thirty Six, ,110.png,canara,Freddie Reid,0
3575,3,26,Eight Hundred and Eighteen, ,15.png,canara,Sidney Lapointe,0
3576,5,27,Three Thousand Three Hundred and Two, ,25.png,canara,Colette Monjeau,0
3577,5,11,Three Thousand Five Hundred and Forty Seven,6226,Nan,canara,Jens Egger,0
3578,5,9, ,9242,25.png,canara,Maria Kalb,0
3579,2,35, ,7298,12.png,canara,Elliot Humphreys,0
3580,23,42,Three Hundred and Sixteen, ,119.png,canara,Brady Jamin,0
3581,41,32, ,4367,207.png,canara,Chelsea Watson,0
3582,12,8,Three Thousand Six Hundred and Sixty Seven, ,61.png,canara,Steffen Krueger,0
3583,40,7,Five Thousand Two Hundred and Six,8917,Nan,canara,Hasna Bahiyaa Amari,0
3584,32,20, ,8206,164.png,canara,Seymour Patenaude,0
3585,28,13, ,1883,144.png,canara,Petra Kovacic,0
3586,38,26,Twelve,200,Nan,canara,Sidney Lapointe,0
3587,25,5,Three Thousand Four Hundred and Twelve,4759,Nan,canara,Fawwaz Zuhayr Mustafa,0
3588,3,1,Six Thousand Three Hundred and Ten, ,16.png,canara,Emily D. Short,0
3589,1,11,One Thousand Four Hundred and Seventy,1775,Nan,canara,Jens Egger,0
3590,19,32,Five Thousand Three Hundred and Eighty Four,5398,Nan,canara,Chelsea Watson,0
3591,33,25,One Thousand Three Hundred and Eighty Five,2883,Nan,canara,Fleurette Coudert,0
3592,6,11,Two Hundred and Three,7170,Nan,canara,Jens Egger,0
3593,7,39,One Thousand Four Hundred and Eighty Six,3199,Nan,canara,Katie Connor,0
